PE APC-H7 PE-Cy7 PerCP-Cy5.5 APC BV421 FITC FSC-A FSC-H FSC-W SSC-A AquaAmine
0.291344483773494 0.926093721350394 0.33105509280478 0.537621609438202 -0.431873000328534 0.202058810217817 0.380599021805384 145020.48375634 109245.605901275 87172.4730549223 42282.2203121148 0.158079466834074
0.332175516830084 0.366236458913455 0.114260039134951 0.199928826448347 -0.552455470286914 0.0913824808926624 0.281156704373836 132810.948169448 104155.458585039 83650.543884721 32807.9314354061 0.0587376196776388
0.374151919903944 0.90939191324905 0.37440762134207 0.489768096554015 -0.419699513584086 0.203125884420533 0.35834302652216 95443.7365309013 66302.7846657155 95177.3632743834 42120.3106432271 0.128222402938973
0.374920607808506 0.873468809731274 0.475393123013115 0.521287511144339 -0.507155506365691 0.0937960083603163 0.319986962012514 163860.172406177 125144.391106997 86055.1755236743 33947.6367997681 0.0941146717938189
0.247366897541974 0.869549302947231 0.278539718933587 0.57740400089681 -0.555805226416677 0.0593402104893601 0.375362403022103 242097.547942612 193606.232272871 82185.2552716073 36678.4537818622 0.15861461839869
0.341244897781969 0.961646592616695 1.02243683002487 0.39365425104584 -0.396081392264492 0.296604628107349 0.387133666622687 100415.469044309 75736.4829873273 87053.6020059434 37345.6110888044 0.238600161433112
1.10393607516155 0.94687113825463 0.568284373427449 0.937961468895645 -0.173811506051656 0.216379077382719 0.458857015936236 144319.783298997 108372.912323808 87814.5706450147 41638.2982944857 0.24176091131093
0.444670678792725 0.775261867499065 0.4180346194143 0.383545697262776 -0.257523655235315 0.171400295444725 0.412994700599855 104218.186615875 105012.495868291 89642.9260453551 36407.1835136258 0.203332943103533
0.618278414641329 0.802028708779833 0.407915233167736 0.540627331109926 -0.205305677840098 0.271229198058828 0.400988076107198 126550.008700968 73982.2063680594 87695.304458433 64047.477463827 0.237532785621705
0.395096484623613 0.576143965225162 0.549881174979713 0.292917632537125 -0.271366813468899 0.165728379249394 0.538230027666173 123306.016296625 102472.908601343 87415.5262952376 55597.1978711088 0.0156390115900616
0.302790844529974 0.952768671095064 0.515943516689105 0.957103033907353 -0.326173795288449 0.23513676356298 0.385834292757475 133341.604160713 99534.0473942464 87896.4892659132 44604.2649756158 0.15288362098414
0.263085693990866 0.924159920421902 0.494133234506674 0.946169644267721 -0.389935352939446 0.157410679883063 0.385179195318772 188258.746773109 145667.214733105 84759.2876738944 38696.9624850916 0.148690385264059
0.350252965605831 0.891095943045336 0.509233062599055 0.390929783613696 -0.281134688180897 0.19885611869859 0.604029528825657 112185.608401238 86244.8758274344 89220.0293237652 51974.3960690799 0.298216711427081
0.380259033828195 0.837825486929596 0.549676391141909 0.632313674731787 -0.329140602915844 0.266438639626117 0.516680957979374 128581.10323879 94584.3080047425 81363.1314638937 39018.9292310525 0.240378932053318
0.346728597066509 0.991395722650232 1.09755980736064 0.352145493299568 -0.337012730066325 0.228349644718528 0.371410272270306 118750.109182161 89321.1389889893 87317.4454232426 45370.2339952328 0.180288000390295
0.392095788474728 0.912350337462973 0.665615920916945 0.578548486453467 -0.463426089872311 0.241302093221664 0.461105655020089 124345.572305996 95792.7213535437 90210.4902830249 74339.5009009473 0.0745272647446017
0.518666799996845 0.709944998113007 0.451541260127875 0.500970658301538 -0.445206216437978 0.29553293171462 0.403032369874326 147475.223956828 100529.348136068 90954.8714156854 64094.6395321525 -0.0507020264552169
