PE APC-H7 PE-Cy7 PerCP-Cy5.5 APC BV421 FITC FSC-A FSC-H FSC-W SSC-A AquaAmine
0.485791679680417 0.639160257744483 0.46343478638168 0.586511985129696 0.192425221413849 0.150295341165151 0.477466252529701 109013.3699103 114772.312968432 70937.4443222522 52968.8876037457 0.149563071336312
0.593017358998477 0.909009226824933 0.145472885760318 0.848786027671617 0.12039928153884 0.13652795906811 0.26105282564531 131297.174774149 118450.411928664 72762.2452737467 40019.8373167252 0.11592367999189
0.613841213481502 0.781261346138337 0.542582874151345 0.423101932852343 0.121336800765176 0.147702553047113 0.236584978046939 118403.322541032 110999.446422544 72530.6111408164 81036.0049584082 0.350398120825033
0.431007810106206 0.580113094705192 0.27928787998721 0.561198715615091 0.178943963841798 0.163723018670305 0.354944751003307 118897.617169086 116084.096646383 74934.8014842643 59829.0616359421 0.250151158327112
0.280286452754681 0.8903667087597 0.955336205256066 0.189793196228385 0.072598168235313 0.0235825259751238 0.226359193077978 155855.904597249 143087.128927082 71419.2813185027 34280.9126234875 0.0402387525196004
0.961200994658893 0.335291793297732 0.495475027653162 0.593256002455835 0.148863092311963 0.249493597312769 0.525514315283589 103519.58763113 92551.3041744046 73382.3772257546 95335.1977282467 1.07716300145116
0.657842530461129 0.911208621375715 0.986990948231582 0.313384072180215 0.098126498817933 0.121833362007154 0.270143580597041 131323.825455721 117311.982141665 73418.4709728402 41559.7918321639 0.134695151634624
0.295980900393242 0.288180741968249 0.119753724920027 0.378673792859447 0.0858198564697872 0.108632618754456 0.280739677574885 117070.681907908 107540.234409828 71243.995349906 68167.0498041514 0.271651341802653
0.510109420373484 0.704787656831317 0.711579459549641 0.589653640235331 0.186413469339307 0.240300169795699 0.233940559620173 121362.517262897 117174.346173249 71955.188318234 62399.6703981978 0.232374108587948
0.55982734531503 0.655965519168226 0.407288637807503 0.377126738933377 0.205166900218572 0.217727244079172 0.477145141513583 135155.018249423 96494.4810851793 73746.0109797494 86547.6110741964 0.0333640521095277
0.430381300843779 0.810777179728359 0.270018978067654 0.63035098081651 0.141259683316026 0.195940368496113 0.438647254424703 102688.446517117 113153.194987863 71870.8571997783 63681.6387959786 0.131544290608349
0.49513305797295 0.880383165002296 0.421727659899194 0.451751711299696 0.118999311474706 0.156928319108832 0.30695563448084 131100.920716589 116988.376253546 73301.9753525651 67287.4411054196 0.517255533753997
0.848437260791217 0.640825212948412 0.525984977958701 0.428691708449307 0.126777627810825 0.245904992205082 0.409225385047371 141356.297971669 102530.471659573 72138.1408345277 89273.4607785018 0.190223596047554
0.661879394687511 0.800771751479461 0.394812725724436 0.463147857212731 0.284802596859414 0.156536168369258 0.370462531910148 123312.080026985 99069.5366910432 75481.7253622496 84365.7744543558 0.115921634250555
0.421723299848229 0.832221089257648 0.412451425341352 0.513049778025704 0.230993339826463 0.190644661936583 0.364074714145105 134385.750567936 112984.149098538 73886.785917518 64771.9635839185 0.333883078726213
0.384942565042162 0.846464315184989 0.481333633456041 0.489348734624825 0.157653194521661 0.18108193606803 0.205894376772665 101950.354683061 113954.004330984 75179.5089792268 67208.9680946328 0.218005923182157
0.42145399944667 0.703760253984811 0.20353735417358 0.277528818125696 0.208387675371661 0.257048246908288 0.328488593678481 127412.668650394 104338.766381766 70453.6533658788 51998.9948436595 0.433783542883697
0.428878297917358 0.574973285142385 0.351497454179773 0.565573509680824 0.119771934441185 0.190897795628689 0.374469929627569 117194.090571174 94004.3641842034 74831.0698834876 65126.3939486471 0.285368373274494
0.311668921246566 0.935079931702042 0.148996350363092 0.700220923480042 0.127798723140309 0.296741521168724 0.284135596595354 112916.645616768 103764.972955412 71440.9064664986 34286.7104005525 0.155144173750319
